sentence1;sentence2;similarity_score
M**** j'ai crame ma bouffe,,,;ÃƒÆ’Ã‚Â§a s ert vrai ment pl us ÃƒÆ’Ã‚Â  r ien qu ' on S ' appel le soir puisqu ' ÃƒÆ’Ã‚Â  c haque fo is sa finis tjrsm al.;2.5146427154541016
Non pask tt le monde me fait pff genre jss pistone en fait t cel qui apris pr les autres. Jprefererai fr un coupe et etre a 12h que de commencer a 15h et fr 20h lol dsl,,,;"""Ã¢â‚¬Â¢ tsss rr t bete mauvais rr timing c rr tt on le fera de ce road Ã¢â€ â€™ trip parce qu ' on la cote decide c touuut!""";1.944279432296753
salut chica! Dit moi je rentre ce soirenfet, tu prends le train a kel h??  !???;Waii bon jvai un Film pui dodo;2.6048598289489746
! Elle mramener va ps chez a moi tarder Jdelire;Ha merde ca c'est fals ;2.405974864959717
Tu dors ? Donc j'ai rien compris a  ton dernier message lol ;"""un dsl sans par sms c ' en est plus ce dur et de reconnaitre""";2.332676649093628
Vas y attend moi a 12 dehors on prend le tram ensemble...,,,;Lol Ouais je sais que je suis CC vraiment atroce mais elles me bouffent avec leurs conneries !;2.261479377746582
Je menvoieen l'air avec tonAnon s,et j y vais aussi. ;Okok chiliade fait quoi la ?;2.4081976413726807
Anon Ou koura ta koussi chindra wa lagouwa hum vavo bn srei bisou ;Mais tu est partit y a plus d'une heure mdr,,,;2.6587302684783936
Anon?;ah hahaha Ãƒâ€šÃ‚Â· t a folle!';2.794677972793579
NOn elle fait un resto avec son mec.,,,;que t me as plus a trois heures sur pres moi roh!!';2.3231937885284424
ah ok couc ou je vi ens 2 fin ir mon a nnÃƒÆ’Ã‚Â©e ca a ÃƒÆ’Ã‚Â©tÃƒÆ’Ã‚Â©. et toi qu oi 2 9? Biz;"Oh leAnon, tu va prendre la place de la  Anon !  lol elle nous quitte dans deux semaine. Bonne nouvelle tu passera pas la serpiere par terre, mais leponge sur la table lol ;),,,";2.4154984951019287
Mdr ! Non.. ;Onen parle ce matin ;3.754793882369995
Jaten donc 1 pe strecÃƒÆ’Ã‚Â¨;"""ca nan est nan je t ' interdit de le temps faire!!""";2.111715793609619
Ben math on prend cher aussietenespagnol tesen bachibac donc cest normal:-P nous aussi ce qui sonten OIB ils sont surchargeeset moi le fout rien... ;toi t aussi un pro Alors;2.226356267929077
Non y fais super beau aussi =D mais froid enfin on peu pas tout avoir. Le soleil c'est deja  bien,,,;Si tu savais  ..!,,,;2.552677631378174
Si tu veux ... A priori on va a  l'austra ...Mais on boiera un coup a  la maison ...,,,;OUIIII !! ;2.595705032348633
Sais pas :/,,,;br ef br ef quel ÃƒÆ’Ã‚Â©tat d ' e sprit pr l ' arriv ÃƒÆ’Ã‚Â©e de ta soeur de main?;2.68692946434021
Nan Caisse elle aime bien assister ÃƒÆ’Ã‚Â  des emboucanes cette catin.;qd t en tr ain decr ir c trop c ool;1.776197075843811
Anon m'a dit tant oui;Oki, bon retoor.  !???;2.884343385696411
Dac ÃƒÆ’Ã‚Â  ce s oir! Biz zzz! Sioux the re!;t ' es g rave relou s ÃƒÆ’Ã‚Â©rieux;2.6295623779296875
Ok et ya Xptdr du monde?;Je sais pas trop, je finis a  18.15et faut que je rentre me prepareretc. Si tu veux on y vaensemble, je t'enverrai un message pour te dire vers quelle heure je serai praate? ;1.8274023532867432
Ben ou ?? Si tu veux on peu se retrouver vers les arceaux ? Apres on irai chez moi ?,,,;Bonsoir  c'estAnon ?Sinon oui ca va tr es bien, je suis de retour ce weekend je passerai peut aatre demain soir maame siAnon est pas la tant pis sauf si vous aates occupe... Bonne soiree, bisous,,,;2.072693109512329
ok bisous je s uis na ze!;tiens Tu au jus m;2.6331350803375244
dedan dehor mangez ou ? Vs;Ok. A ce soir.,,,;2.490818977355957
Rooooo   Ainsi soit-il, je passe mon chemin, bien penaude.  !???;Ben je leur ai montre la base quoi, buckingham, big ben, london eye, piccadily etc.. Puis on a fait les boutiques lol, on est alle en boa(r)te, au hard rock cafe et tout,,,;2.677741289138794
Envoie moi un p'ti message ce soir si tu peux pour me dire comment tu vas !?!T'm mon coeur ! ;qua Anon Anon lavant dernier donc t pas avec un;2.093519926071167
Encule,),,;mouaif,,,;3.427337408065796
J y dmand koi pour twa? ;appris de plein choses. g Et;2.4492106437683105
J'arrive bienta't ;Ben je sais pas, quand thou rentres thou m'avais dit non?;2.5024662017822266
ca etait ce matin ? Bisous bonne semaine,,,;H aaaa! Mais je r entre ce we mais jp rrai ps l ' avo ir ha ha;2.845572233200073
Je vais alors si je peux y aller aussi;merde qui chauffe/cherche ÃƒÆ’Ã‚Â  jore la quelqu'un quelqu'un ca Emboucaner dire veut d'autre.;2.078138589859009
Tu voudras bien passer par l'entree des handicapes a  la cantine avec moi car je connais personne qui fini a  12 h ?,,,;a tu ps fais deconner une le c'est ten rien ben a raison pr foutre Et;1.9557156562805176
Je te demande pas de mentir ... Mais t'es pas oblige de dire tout a  tout le monde !,,,;Non ilest disposition perdu iletait justeegare mais heureusement je lui ai sauve la vie benecoute pour le recupere je te propose de te l'apporter demain comme ca je te le passe quand je te croiseen bred a 14h15 ca t'irai?;2.136430025100708
"""elle ojd dans j ' est ai mes a lunette""";Cmt va? Pas trop fatigue? Atention sur la route. ;2.225972414016724
Allez ! Vazi;a%0change de texto Pdt reunion avecAnonAnon Anon. Elle t'apl pour rdvs.Anon,,,;3.8689839839935294
Meme pas tu ma raconte Pfffff jte boude ;"merci bichette ;)bonne nuit, a  demain bisous,,,";2.096752882003784
Je t'ai perdu ?,,,;J'avais pas vu ton message  j'aiete malade toute la matinee. Je sors tt juste faire deux courses ;2.776381254196167
et beh ar le froid est on ce y les geles aussi bien ns bien y a ps mal bien de vent..';Tu finis ÃƒÆ’Ã‚Â  minuit Blc meme lÃƒÆ’Ã‚Â  ?;2.839432001113892
Il boude Mr Anon ?!?,,,;T seras chez toi semaine des vacances;2.7507965564727783
C est fait,,,;jpe fr ge nre gt en co urs;2.961651563644409
mrde jvai regardai en rentran;Nan j ' ai suppr imÃƒÆ’Ã‚Â© mon comp te y ' a gen re 1 mo is ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦;2.638035774230957
Ah ben oui pourquoi pas! Je t'appelle quand je rentre!  ;Il viendront Taffer ptetre un jour tkt ps!;2.139243125915528
Merci  bonne nuit a toi aussi bisous ;A o uai! Ya qu oi dess us?;2.1884031295776367
Comme je suis malade J'irai pas a  lattes cette aprem donc tu peux garder le dictaphone avec toi ! Merci beaucoup!,,,;Tu veux savoir quoi ? ;2.6585278511047363
vais laaaa lui rÃƒÆ’Ã‚Â©pÃƒÆ’Ã‚Â©ter je Alors;Osef Erreur de manip je branchais mes ÃƒÆ’Ã‚Â©couteurs;3.867652654647827
Yo ! Si t'es toujours interesse par un canape a , disons, 50euros,et que t'as un vehicule assez grand pour le prendre demain, ilest a  toi ! Je pars lundiet j'ai paseu d'offres... Ca te dit ? ;Svp Sinn ele va fair un sketch;2.7922255992889404
til bah ils den sont deja vu en het retard om mdr';Grave ! Lol  !!!!!!!;2.4369959831237797
Tu as pas mis de trucs a vendre dans le groope du coop ?  !!!!!!!;Yo j suis d ans le t rain qu ' est ce que tu me v eux c onnard?;1.547982692718506
haha rentre l'avoir jprrai mais je ps we ce Haaaa! Mais;oui Relou tkt je peux comprendre;2.1552884578704834
Me semble Julein les recupere.;Dis moi quand le matchest fini que je te fasse a  manger   gros bisoos mon rugbyman a  moi  !!!!!!!;2.473666191101074
Tu finis ÃƒÆ’Ã‚Â  minuit meme lÃƒÆ’Ã‚Â ;Elle veux pasen parler ;2.9358434677124023
Ct feeeermee dc j'aaii eeescaaalaaadee;ps de pb yo !;2.300499439239502
Ouais ! J'propose a Anon ? ;De koi ?,,,;2.5198001861572266
T'as reussi le 5 du dm? ;Tu vois, imagine si t'avais eu le 18, sans les points de penalite.... T'y prends plus au dernier moment et travailles un peu plus ! Et tu vas passer de 15 a  18, la  tu seras encore pire queAnon pr ta m ere mdr,,,;2.823370218276977
Ah ben si on peux tellement ! Parler;Jsais pas jvois pas ca comme ca.. ;2.561368942260742
Hola ! Je m'excuse mais je poorrai pas venir ce soir car je sors du docteur, j'ai une gastro. Je suis partieen plein coors ce matin. J'ai donc un arraat maladie jusqu'a  demain... Jpeux pas sortir car je suis vraiment pas bieneten plus, si des profs oo mon patron m'apercoivent dehors, ca craint !! Je suis desolee dY~z bisoos quand maame !!  !???;Bon, ca te soule lol. Travailles bien, bisous ! Et fais pas trop de velo sous la pluie hein quand meme !,,,;2.1579432487487797
 'Arf ma 9audre ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦' ;T y vas avc ki au Pkoi match?;2.810569524765014
on que se le tient que o ju soit pr demain soit sur ds la semaine sur bisous pas jtm';Non j'ai juste mon trieur et ma trousse moi,,,;2.2348334789276123
Nia nia niaaa ;t en fa is oÃƒÆ’Ã‚Â¹? Fa ut que jvienne vo ir;3.8742787837982178
C'est clair. ;Jeen het toi?;2.216895341873169
Ah bon t'es pas dispo?,,,;il sera la ? CÃƒÆ’Ã‚Â© qui ? Il rapporte koi ?;2.695130586624145
"""dans mais pas t ' es presque qui jamais la dc je vais a ps rester que tte pour seule et nn plus Ã¢â‚¬Â¦""";Ok ca  marche ... Te fais des bisous aussi ... :-P,,,;2.21535062789917
T ' as bouf fer tt le ba con et le c horizo??;Mais y a des tailles de complots !! Faut qu'on soit vigilants  j'suis sur notre generation avait ces couchesen plus. Onest contamines.. ;1.7576340436935425
koi?! mais ou dsl es Nan t etre a fada;Prise de parole en continu,,,;2.137741804122925
Ptdr non la  on parle juste  !!;Merci ... aa  me touche ...a~o Je lui ai rien dit . Juste que tu m'avais un peuexplique la situation .Maiselle s'inquiete pour toi ;2.077568292617798
Je sais pas c le sute;Je bosse pas ... Journee tranquillou ... Je vais aller voir mes copines,,,;3.8108022212982178
Liste des codes AITA des aeroports/A ok lol purre je le sens mal !Mais il y a pas grand chose a reviser a part les mots de vocs;Ouiiii. Voyons comment a tu pu penser cela,,,;2.055943250656128
Elle t'a dit quoiexactement? ;C'est pour quoi deja  j'ai oublie... ;2.3050296306610107
Jusqu'ÃƒÆ’Ã‚Â  15h aprÃƒÆ’Ã‚Â¨s g essayÃƒÆ’Ã‚Â© de m'avancer ms g ps la motiv ';Okey  car je sais pas, c'est pas sur que jaille avecAnon donc jtaurais ramene mais prend le c'est bon.,,,;2.141857862472534
une ca ds ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦ c rÃƒÆ’Ã‚Â©flexion la tjrsagrÃƒÆ’Ã‚Â©able comme gueule;GÃƒÆ’Ã‚Â©nial bien placÃƒÆ’Ã‚Â©e qd Bsr meme;2.316277265548706
"""encore tu veu et que par je t ' ai explique pour par elle texto sans alor que qd je suis elle a cote par de toi elle ce galere!!""";? Et vs faite skoi;2.718544006347656
Ah... Mwa g cour tte Ok la matinee en tt cas;Lol Cpg  y a le tram   ;2.797489643096924
Je sais pas c le sute;Lol bb j suis ÃƒÆ’Ã‚Â  la meme place oÃƒÆ’Ã‚Â¹ on s est rencontrÃƒÆ’Ã‚Â©!;2.1040005683898926
lol okok ton rien dis?;Taimerai pa men faire un ;2.1670455932617188
mdr va pr;Mais il a rien a faire si on s'en occupe , si ? Bah on verras de toute facon. Sinon tant pis. Je peuxetre la que vers 18h .. ;3.834717988967896
les apres Jtapel simpson;sorry il bug mon tel,,,;2.9956040382385254
Mdr non jlai trouve sur youtubeet apres avec une pote de l'ucpa ;c le clair di te raconterai ca lundi beso e la prima famil';3.1508138179779053
Coucou Anon!Ca va biien? Ton week-end, ca a ete?J'viens a toi pour savoir si ma proposition pour mercredi te tentait. On irait en tram' donc pas de soucis, on viendra te chercher Biisoux,,,;Voila a apres-demain soir.;2.2810215950012207
Tu viens maintenant ? Residence sun valley ;pffiou en f ait ÃƒÆ’Ã‚Â§a me f ait pla iz que tu so ies au courant;3.5350182056427
C ' Est bon mon p tit a mour ch ange rien a tes billets jme s uis arran gÃƒÆ’Ã‚Â©e!;Ben alors on s eche delinquante?!,,,;2.314018964767456
"Oui oui il me semble que vs l'avez mis "" a negocier"" ? ";tu peux tjr p asser b oire un ka wa;2.2298331260681152
Nan  je met le chauffage,),,;On parle d'ions en bio ca te dit quelque chose ?,,,;2.9466941356658936
t'yyy vaas aavc kii ?;de les inscriptions sur c est du jusko 19';2.559189796447754
oki pr de main.;Oui ;2.8699333667755127
D ' ac mon b ebe ch ou! Et gaaa aaaagne;Je suis a  10m de mon actrice porno queer pteferee!!!!!,,,;2.082352638244629
sur malade tomber Jvais;Oui! deg! J'etais trop;2.230762720108032
D'accordet arpenter ma poule....;  chapeaux ;2.6892311573028564
Putain je suis de moi meme la lol;Ah t Caisse en aurai bien ÃƒÆ’Ã‚Â¨tai kapable va;2.2345218658447266
Il raconte enco re np tq ÃƒÆ’Ã‚Â§a m ' c asse les couilles;descends va Bisous toi? Tu Sa les vac? pr;2.1319420337677
M'en fiche courant alternatif fait quand meme mal ! Lol;Lol franchement j ' ai de tr ÃƒÆ’Ã‚Â¨s for ts doute nt ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦;1.9039732217788696
Bin juskici, ca se passe pa trop trop mal. Jen aiencore 3 demainet 1 samedi ;Je sais mais j'ai pasenvi de rester seule tte la joornee non plus . ca depend de ma dooleur si pas mal J'y vais  Je t'aime  !!!!!!!;2.2463266849517822
"""elle j ' tai ramene pas les clopes et au pays fait!""";Tu te sens cmt ?,,,;2.763371467590332
j pens a tu toi la tt le l tps mai le ne fai ke mai traill';Mauvaise manip lol,,,;2.5009067058563232
a%0cris Francais sale Biatch  ! Nan nan je reste dans cet appart mais tu me feras le plaisir de venir me faire quelques stripteases de temps a autre hein ,,,;Mais tu crois que tu vaux mieux qu'elle ?? Haha ! Le seul 'tord' qu'elle a eu c'est d'avoir a  force craquer. Ce que n'importe qui aurait fait. C'est quoi ce delire de ''elle ressemble a  un mec'' ?? T'as jamais ete amoureux, tu sais pas qu'ca fait pas plaisir de voir qu'on prend sa copine pr un bout de viande ?? Le 'Je te veux' de tropToi, par contre, tu as reagis comme un gosse en croyant m'apprendre ce qu'elle avait fait. Puis tu l'as insulte etc. Tu oses parler de liberte d'expression, mais certaines choses ne se font pas. Liberte d'agir dc je vais aller coucher avec ts les hommes maries de la terre ? Leur femme, on s'en tape !Je t'avais dit d'arreter de me draguer. Et ce bon nombre de fois. Tu l'as merite,,,;3.8678457736968994
Pouvais pas te parle ,je conduisait et j'ai fait un grand effort sms en conduite dit le pas bien !a  tout a  l heure. Bisou tt plein,,,;Fait -12.. Et j'ai pas de chaussures fermees ni vestes mdr,,,;2.017341375350952
Semaine prochaine?,,,;Bahecoutes, attends la prochaine fois ou tu les as sinon.. c'est qd ? ;3.0045812129974365
Dsl mais j'ai pas compris hi hi hi ;Or ! Pauvre ti chou gars d'amour !;2.091513156890869
jen ai marre la meuf de la prise de san cest loupe deux fois ;Arf!!! Bein on seraen ville dc tu pourras nous rejoindre si tu veux on mangeraen ville le soir keebab normalement ;3.87725043296814
Graaaaave mais moi j'ai fait 4 lignesen paraphrasant sur le dernier truc a faireexpressionecrite je suis deg j'ai rien misen faite ;i kifÃƒÆ’Ã‚Â¨ Tjrs m;2.417701244354248
Nous partons de Candes. A tout de suite,,,;Oui mon Controle de espagnol aura ete court  Je t'aime,,,;2.280236959457397
propose Sinon une est plage jte qd tt fait.;Ok merci. Les homs c'est le meilleur dans le couscous mdr,,,;1.906901240348816
c'est bonAnonest a  la maison donc c'est ouvert ;Bien on attend les resultat mais devrai aller bisous bisous;2.230538845062256
C peut ÃƒÆ’Ã‚Âªtre juste une entorse;encore tu dormaiset t'etais mechante...encore non;2.757436752319336
Oui je suis a louis vuitton,,,;Ouienfin ils font ce qu'ils veulent de tte maniere   !???;2.783485174179077
azy je peux reprendre mes ÃƒÆ’Ã‚Â©tudes maintenant ÃƒÆ’Ã‚Â§a mangoisse la partie rÃƒÆ’Ã‚Â©daction pas tellement lidÃƒÆ’Ã‚Â©e de rÃƒÆ’Ã‚Â©diger en soi mais surtout de faire des phrases structurÃƒÆ’Ã‚Â©es et sans trop de rÃƒÆ’Ã‚Â©pÃƒÆ’Ã‚Â©titions;on a rien fÃƒÆ’Ã‚Â© et on sorti plu tot !! soit ps deg' ...;2.9438788890838623
Je suis super contente mais je n'ai jamais doote ni de ses capacites ni de ses charmes !embrasse-la de ma part ! ;nn je prÃƒÆ’Ã‚Â©fÃƒÆ’Ã‚Â¨re ps Pkoi lui dire;2.13573956489563
Ben ooais ! C'est demain que voos mangez a la zon,lme ? Ou ce soir ? ;gens pleine Pff serait ns sans se suicider;2.416613817214966
No pe! Bah stu v eux on tape une bataille na vale ou un tri vial pursuit h ein;Elle va bien ouais. Lol j'te raconterais ;3.694311141967773
C ' est l harmon ie ch ez vs Mtn. Br ef.;Je tiens o Ju la chÃƒÆ’Ã‚Â©rie ! Gros bisous;2.354804277420044
Ce soir ?  !!;Et siii ! Tu verras,,,;2.6654303073883057
Ma is c ÃƒÆ’Ã‚Â©ta it ps un msg vÃƒÆ’Ã‚Â©nÃƒÆ’Ã‚Â¨ re;T'es vraiment un winnie !,,,;2.473616600036621
Le trucen anglais ? Pour noel jsais pasencore   deja le concert de david guetta   + un brooklin ,4 jeux de ps3et apres bah jsais pas ! ;Je viens de voir ton commentaire sur facebook de quelle mauvaise nouvelle tu parles qui te donne pas le moral ? ;2.397275686264038
va ? Tu commance a 8h nan ?;C' dommage que tu puisse pas venir au cine la semaine prochaine pcq mes parents ont quasiment dit oui ! ;2.006367444992065
Oue grv;J'ai oublie :o,,,;3.1403536796569824
Yep quand ?,,,;baby oooooor doo horrible goo lool';3.05348539352417
ÃƒÆ’Ã‚Â§a va mrci.;Anon est connecter tu n as pas pu le faire toi,,,;2.461460590362549
Et non cette semaine je casse rien. J'ai eu un probleme au coude ce w-e du coup : 1 semaine d'arret de travail... Dc cette semaine je ne suis pas sur la fac non plus.  Ok pour le mardi c'est chaud, tu dois avoir la dalle! Sinon ok pr le lundi ou vendredi! ,,,;Ã¢â‚¬Â¢ jsp Ã¢â€ â€ pq Ã¢â€ â€™ non plus.';2.276532888412476
Ok,si je finis pas tard je viendrai alors! ,,,;" ""ÃƒÆ’Ã‚Â§a m ' faJ^ chUe$"" ";2.73783802986145
bon app ' ÃƒÆ’Ã‚Â  toi a ussi bi sous;Tu vas finir a kel heure du coup?,,,;2.3299450874328613
moi je revois qql verbes,,,;dla c haha mission semaine ke et demaim en pr Cette soir ce mais detre se un matte bien histoire mission fini merde jsuis jme film dinterim ma ca c;3.883782386779785
Tues nee soit ?;"Le ""remplacant""   ";2.2757885456085205
Pas de souci ! Ou maameen semaine pdt l'attente des resultats je risque de squatter l'appart sans grande fonction bien passionnante;Mais si sa ted derangeje pourais annuler mon rdv ;2.4001123905181885
